Ammattioikeus_koodi;Ammattioikeus;Ammattioikeus SV;Ammattioikeus EN;Vuosi;Ikä;Ammattioikeuksien lkm;Ammattihenkilöiden lkm
612;nimikesuojattu jalkaterapeutti;fotterapeut med skyddad yrkesbeteckning;podiatrist with protected occupational title;2019;<65;480;480
613;nimikesuojattu jalkojenhoitaja;fotvårdare med skyddad yrkesbeteckning;chiropodist with protected occupational title;2019;>=65;348;348
613;nimikesuojattu jalkojenhoitaja;fotvårdare med skyddad yrkesbeteckning;chiropodist with protected occupational title;2019;<65;533;533
614;nimikesuojattu lääkintävahtimestari-sairaankuljettaja;medikalvaktmästare-ambulansförare med skyddad yrkesbeteckning;hospital and ambulance attendant with protected occupational title;2019;>=65;499;499
614;nimikesuojattu lääkintävahtimestari-sairaankuljettaja;medikalvaktmästare-ambulansförare med skyddad yrkesbeteckning;hospital and ambulance attendant with protected occupational title;2019;<65;2277;2277
001;laillistettu lääkäri;legitimerad läkare;registered medical doctor;2020;>=65;7772;7772
001;laillistettu lääkäri;legitimerad läkare;registered medical doctor;2020;<65;23888;23888
003;laillistettu hammaslääkäri;legitimerad tandläkare;registered dental practitioner;2020;>=65;2616;2616
003;laillistettu hammaslääkäri;legitimerad tandläkare;registered dental practitioner;2020;<65;5360;5360
005;laillistettu farmaseutti;legitimerad farmaceut;registered dispenser;2020;>=65;3990;3990
005;laillistettu farmaseutti;legitimerad farmaceut;registered dispenser;2020;<65;10451;10451
006;laillistettu proviisori;legitimerad provisor;registered pharmacist;2020;>=65;753;753
006;laillistettu proviisori;legitimerad provisor;registered pharmacist;2020;<65;3088;3088
007;laillistettu optikko;legitimerad optiker;registered optician;2020;>=65;496;496
007;laillistettu optikko;legitimerad optiker;registered optician;2020;<65;2041;2041
008;laillistettu hammasteknikko;legitimerad tandtekniker;registered dental technician;2020;>=65;335;335
008;laillistettu hammasteknikko;legitimerad tandtekniker;registered dental technician;2020;<65;827;827
009;laillistettu psykologi;legitimerad psykolog;registered psychologist;2020;>=65;1993;1993
009;laillistettu psykologi;legitimerad psykolog;registered psychologist;2020;<65;6587;6587
010;nimikesuojattu psykoterapeutti;psykoterapeut med skyddad yrkesbeteckning;psychotherapist with protected occupational title;2020;>=65;2559;2559
010;nimikesuojattu psykoterapeutti;psykoterapeut med skyddad yrkesbeteckning;psychotherapist with protected occupational title;2020;<65;5817;5817
012;laillistettu puheterapeutti;legitimerad talterapeut;registered speech therapist;2020;>=65;339;339
012;laillistettu puheterapeutti;legitimerad talterapeut;registered speech therapist;2020;<65;1868;1868
014;laillistettu toimintaterapeutti;legitimerad ergoterapeut;registered occupational therapist;2020;>=65;167;167
014;laillistettu toimintaterapeutti;legitimerad ergoterapeut;registered occupational therapist;2020;<65;4069;4069
016;laillistettu ravitsemusterapeutti;legitimerad näringsterapeut;registered dietitian;2020;>=65;78;78
016;laillistettu ravitsemusterapeutti;legitimerad näringsterapeut;registered dietitian;2020;<65;633;633
020;nimikesuojattu sairaalafyysikko;sjukhusfysiker med skyddad yrkesbeteckning;hospital physicist with protected occupational title;2020;>=65;46;46
020;nimikesuojattu sairaalafyysikko;sjukhusfysiker med skyddad yrkesbeteckning;hospital physicist with protected occupational title;2020;<65;175;175
021;nimikesuojattu sairaalageneetikko;sjukhusgenetiker med skyddad yrkesbeteckning;hospital geneticist with protected occupational title;2020;>=65;Alle 5;Alle 5
021;nimikesuojattu sairaalageneetikko;sjukhusgenetiker med skyddad yrkesbeteckning;hospital geneticist with protected occupational title;2020;<65;41;41
022;nimikesuojattu sairaalakemisti;sjukhuskemist med skyddad yrkesbeteckning;hospital chemist with protected occupational title;2020;<65;108;108
022;nimikesuojattu sairaalakemisti;sjukhuskemist med skyddad yrkesbeteckning;hospital chemist with protected occupational title;2020;>=65;130;130
023;nimikesuojattu sairaalamikrobiologi;sjukhusmikrobiolog med skyddad yrkesbeteckning;hospital microbiologist with protected occupational title;2020;>=65;17;17
023;nimikesuojattu sairaalamikrobiologi;sjukhusmikrobiolog med skyddad yrkesbeteckning;hospital microbiologist with protected occupational title;2020;<65;46;46
024;nimikesuojattu sairaalasolubiologi;sjukhuscellbiolog med skyddad yrkesbeteckning;hospital cell biologist with protected occupational title;2020;<65;11;11
024;nimikesuojattu sairaalasolubiologi;sjukhuscellbiolog med skyddad yrkesbeteckning;hospital cell biologist with protected occupational title;2020;>=65;11;11
034;laillistettu erikoislääkäri;legitimerad specialistläkare;registered specialist;2020;>=65;8602;6348
034;laillistettu erikoislääkäri;legitimerad specialistläkare;registered specialist;2020;<65;16571;13816
035;laillistettu erikoishammaslääkäri;legitimerad specialisttandläkare;specialised dental practitioner;2020;>=65;501;489
035;laillistettu erikoishammaslääkäri;legitimerad specialisttandläkare;specialised dental practitioner;2020;<65;717;714
100;laillistettu sairaanhoitaja;legitimerad sjukskötare;registered nurse;2020;>=65;34008;34008
100;laillistettu sairaanhoitaja;legitimerad sjukskötare;registered nurse;2020;<65;112743;112743
201;nimikesuojattu apuvälineteknikko;hjälpmedelstekniker med skyddad yrkesbeteckning;orthopaedic technician with protected occupational title;2020;>=65;22;22
201;nimikesuojattu apuvälineteknikko;hjälpmedelstekniker med skyddad yrkesbeteckning;orthopaedic technician with protected occupational title;2020;<65;330;330
220;nimikesuojattu kiropraktikko;kiropraktor med skyddad yrkesbeteckning;chiropractor with protected occupational title;2020;>=65;10;10
220;nimikesuojattu kiropraktikko;kiropraktor med skyddad yrkesbeteckning;chiropractor with protected occupational title;2020;<65;114;114
230;nimikesuojattu naprapaatti;naprapat med skyddad yrkesbeteckning;naprapath with protected occupational title;2020;>=65;25;25
230;nimikesuojattu naprapaatti;naprapat med skyddad yrkesbeteckning;naprapath with protected occupational title;2020;<65;203;203
240;nimikesuojattu osteopaatti;osteopat med skyddad yrkesbeteckning;osteopath with protected occupational title;2020;>=65;41;41
240;nimikesuojattu osteopaatti;osteopat med skyddad yrkesbeteckning;osteopath with protected occupational title;2020;<65;545;545
250;laillistettu sosiaalityöntekijä;legitimerad socialarbetare;social worker;2020;>=65;503;503
250;laillistettu sosiaalityöntekijä;legitimerad socialarbetare;social worker;2020;<65;7254;7254
251;laillistettu sosionomi;legitimerad socionom;bachelor of social services;2020;>=65;255;255
251;laillistettu sosionomi;legitimerad socionom;bachelor of social services;2020;<65;32715;32715
252;laillistettu geronomi;legitimerad geronom;elderly care professional;2020;>=65;5;5
252;laillistettu geronomi;legitimerad geronom;elderly care professional;2020;<65;1088;1088
253;nimikesuojattu lähihoitaja (sosiaalihuolto);närvårdare (socialvård) med skyddad yrkesbeteckning;practical nurse (social welfare);2020;>=65;9795;9795
253;nimikesuojattu lähihoitaja (sosiaalihuolto);närvårdare (socialvård) med skyddad yrkesbeteckning;practical nurse (social welfare);2020;<65;174730;174730
254;nimikesuojattu kodinhoitaja;hemvårdare med skyddad yrkesbeteckning;nurse in a home environment;2020;>=65;98;98
254;nimikesuojattu kodinhoitaja;hemvårdare med skyddad yrkesbeteckning;nurse in a home environment;2020;<65;1321;1321
255;nimikesuojattu kehitysvammaistenhoitaja;vårdare av utvecklingshämmade med skyddad yrkesbeteckning;nurse caring for the intellectually or developmentally disabled;2020;>=65;34;34
255;nimikesuojattu kehitysvammaistenhoitaja;vårdare av utvecklingshämmade med skyddad yrkesbeteckning;nurse caring for the intellectually or developmentally disabled;2020;<65;608;608
266;laillistettu kuntoutuksen ohjaaja;legitimerad rehabiliteringsledare;rehabilitation councellor;2020;>=65;Alle 5;Alle 5
266;laillistettu kuntoutuksen ohjaaja;legitimerad rehabiliteringsledare;rehabilitation councellor;2020;<65;641;641
300;laillistettu kätilö;legitimerad barnmorska;registered midwife;2020;>=65;3077;3077
300;laillistettu kätilö;legitimerad barnmorska;registered midwife;2020;<65;6851;6851
400;laillistettu terveydenhoitaja;legitimerad hälsovårdare;registered public health nurse;2020;>=65;4691;4691
400;laillistettu terveydenhoitaja;legitimerad hälsovårdare;registered public health nurse;2020;<65;22974;22974
503;nimikesuojattu mielisairaanhoitaja;sinnessjukvårdare med skyddad yrkesbeteckning;practical psychiatric nurse with protected occupational title;2020;<65;2663;2663
503;nimikesuojattu mielisairaanhoitaja;sinnessjukvårdare med skyddad yrkesbeteckning;practical psychiatric nurse with protected occupational title;2020;>=65;4376;4376
506;nimikesuojattu koulutettu hieroja;utbildad massör med skyddad yrkesbeteckning;trained masseur with protected occupational title;2020;>=65;2405;2405
506;nimikesuojattu koulutettu hieroja;utbildad massör med skyddad yrkesbeteckning;trained masseur with protected occupational title;2020;<65;20989;20989
507;nimikesuojattu apuhoitaja;hjälpskötare med skyddad yrkesbeteckning;assistant nurse with protected occupational title;2020;<65;13716;13716
507;nimikesuojattu apuhoitaja;hjälpskötare med skyddad yrkesbeteckning;assistant nurse with protected occupational title;2020;>=65;18785;18785
508;laillistettu laboratoriohoitaja;legitimerad laboratorieskötare;registered medical laboratory technologist;2020;>=65;3413;3413
508;laillistettu laboratoriohoitaja;legitimerad laboratorieskötare;registered medical laboratory technologist;2020;<65;7171;7171
509;laillistettu röntgenhoitaja;legitimerad röntgenskötare;registered radiographer;2020;>=65;1724;1724
509;laillistettu röntgenhoitaja;legitimerad röntgenskötare;registered radiographer;2020;<65;4550;4550
600;laillistettu fysioterapeutti;legitimerad fysioterapeut;registered physiotherapist;2020;>=65;2899;2899
600;laillistettu fysioterapeutti;legitimerad fysioterapeut;registered physiotherapist;2020;<65;17361;17361
602;nimikesuojattu kuntohoitaja;konditionsskötare med skyddad yrkesbeteckning;physiotherapy assistant with protected occupational title;2020;>=65;1263;1263
602;nimikesuojattu kuntohoitaja;konditionsskötare med skyddad yrkesbeteckning;physiotherapy assistant with protected occupational title;2020;<65;4239;4239
603;nimikesuojattu mielenterveyshoitaja;mentalvårdare med skyddad yrkesbeteckning;practical mental nurse with protected occupational title;2020;>=65;418;418
603;nimikesuojattu mielenterveyshoitaja;mentalvårdare med skyddad yrkesbeteckning;practical mental nurse with protected occupational title;2020;<65;2312;2312
604;nimikesuojattu lastenhoitaja;barnskötare med skyddad yrkesbeteckning;children's nurse with protected occupational title;2020;>=65;8126;8126
604;nimikesuojattu lastenhoitaja;barnskötare med skyddad yrkesbeteckning;children's nurse with protected occupational title;2020;<65;8599;8599
605;nimikesuojattu lähihoitaja (terveydenhuolto);närvårdare (hälsovård) med skyddad yrkesbeteckning;practical nurse (health care);2020;>=65;9800;9800
605;nimikesuojattu lähihoitaja (terveydenhuolto);närvårdare (hälsovård) med skyddad yrkesbeteckning;practical nurse (health care);2020;<65;181416;181416
607;nimikesuojattu perushoitaja;primärskötare med skyddad yrkesbeteckning;practical nurse with protected occupational title;2020;>=65;3009;3009
607;nimikesuojattu perushoitaja;primärskötare med skyddad yrkesbeteckning;practical nurse with protected occupational title;2020;<65;8535;8535
610;nimikesuojattu hammashoitaja;tandskötare med skyddad yrkesbeteckning;dental assistant with protected occupational title;2020;>=65;2858;2858
610;nimikesuojattu hammashoitaja;tandskötare med skyddad yrkesbeteckning;dental assistant with protected occupational title;2020;<65;5027;5027
611;laillistettu suuhygienisti;legitimerad munhygienist;registered dental hygienist;2020;>=65;313;313
611;laillistettu suuhygienisti;legitimerad munhygienist;registered dental hygienist;2020;<65;3139;3139
612;nimikesuojattu jalkaterapeutti;fotterapeut med skyddad yrkesbeteckning;podiatrist with protected occupational title;2020;>=65;7;7
612;nimikesuojattu jalkaterapeutti;fotterapeut med skyddad yrkesbeteckning;podiatrist with protected occupational title;2020;<65;513;513
613;nimikesuojattu jalkojenhoitaja;fotvårdare med skyddad yrkesbeteckning;chiropodist with protected occupational title;2020;>=65;366;366
613;nimikesuojattu jalkojenhoitaja;fotvårdare med skyddad yrkesbeteckning;chiropodist with protected occupational title;2020;<65;510;510
614;nimikesuojattu lääkintävahtimestari-sairaankuljettaja;medikalvaktmästare-ambulansförare med skyddad yrkesbeteckning;hospital and ambulance attendant with protected occupational title;2020;>=65;601;601
614;nimikesuojattu lääkintävahtimestari-sairaankuljettaja;medikalvaktmästare-ambulansförare med skyddad yrkesbeteckning;hospital and ambulance attendant with protected occupational title;2020;<65;2164;2164
001;laillistettu lääkäri;legitimerad läkare;registered medical doctor;2021;>=65;8263;8263
001;laillistettu lääkäri;legitimerad läkare;registered medical doctor;2021;<65;24198;24198
003;laillistettu hammaslääkäri;legitimerad tandläkare;registered dental practitioner;2021;>=65;2770;2770
003;laillistettu hammaslääkäri;legitimerad tandläkare;registered dental practitioner;2021;<65;5337;5337
005;laillistettu farmaseutti;legitimerad farmaceut;registered dispenser;2021;>=65;3967;3967
005;laillistettu farmaseutti;legitimerad farmaceut;registered dispenser;2021;<65;10603;10603
006;laillistettu proviisori;legitimerad provisor;registered pharmacist;2021;>=65;796;796
006;laillistettu proviisori;legitimerad provisor;registered pharmacist;2021;<65;3139;3139
007;laillistettu optikko;legitimerad optiker;registered optician;2021;>=65;510;510
007;laillistettu optikko;legitimerad optiker;registered optician;2021;<65;2087;2087
008;laillistettu hammasteknikko;legitimerad tandtekniker;registered dental technician;2021;>=65;341;341
008;laillistettu hammasteknikko;legitimerad tandtekniker;registered dental technician;2021;<65;821;821
009;laillistettu psykologi;legitimerad psykolog;registered psychologist;2021;>=65;2088;2088
009;laillistettu psykologi;legitimerad psykolog;registered psychologist;2021;<65;6748;6748
010;nimikesuojattu psykoterapeutti;psykoterapeut med skyddad yrkesbeteckning;psychotherapist with protected occupational title;2021;>=65;2835;2835
010;nimikesuojattu psykoterapeutti;psykoterapeut med skyddad yrkesbeteckning;psychotherapist with protected occupational title;2021;<65;5812;5812
012;laillistettu puheterapeutti;legitimerad talterapeut;registered speech therapist;2021;>=65;372;372
012;laillistettu puheterapeutti;legitimerad talterapeut;registered speech therapist;2021;<65;1948;1948
014;laillistettu toimintaterapeutti;legitimerad ergoterapeut;registered occupational therapist;2021;>=65;211;211
014;laillistettu toimintaterapeutti;legitimerad ergoterapeut;registered occupational therapist;2021;<65;4219;4219
016;laillistettu ravitsemusterapeutti;legitimerad näringsterapeut;registered dietitian;2021;>=65;84;84
016;laillistettu ravitsemusterapeutti;legitimerad näringsterapeut;registered dietitian;2021;<65;669;669
020;nimikesuojattu sairaalafyysikko;sjukhusfysiker med skyddad yrkesbeteckning;hospital physicist with protected occupational title;2021;>=65;50;50
020;nimikesuojattu sairaalafyysikko;sjukhusfysiker med skyddad yrkesbeteckning;hospital physicist with protected occupational title;2021;<65;181;181
021;nimikesuojattu sairaalageneetikko;sjukhusgenetiker med skyddad yrkesbeteckning;hospital geneticist with protected occupational title;2021;>=65;5;5
021;nimikesuojattu sairaalageneetikko;sjukhusgenetiker med skyddad yrkesbeteckning;hospital geneticist with protected occupational title;2021;<65;43;43
022;nimikesuojattu sairaalakemisti;sjukhuskemist med skyddad yrkesbeteckning;hospital chemist with protected occupational title;2021;<65;112;112
022;nimikesuojattu sairaalakemisti;sjukhuskemist med skyddad yrkesbeteckning;hospital chemist with protected occupational title;2021;>=65;129;129
023;nimikesuojattu sairaalamikrobiologi;sjukhusmikrobiolog med skyddad yrkesbeteckning;hospital microbiologist with protected occupational title;2021;>=65;18;18
023;nimikesuojattu sairaalamikrobiologi;sjukhusmikrobiolog med skyddad yrkesbeteckning;hospital microbiologist with protected occupational title;2021;<65;45;45
024;nimikesuojattu sairaalasolubiologi;sjukhuscellbiolog med skyddad yrkesbeteckning;hospital cell biologist with protected occupational title;2021;>=65;11;11
024;nimikesuojattu sairaalasolubiologi;sjukhuscellbiolog med skyddad yrkesbeteckning;hospital cell biologist with protected occupational title;2021;<65;12;12
034;laillistettu erikoislääkäri;legitimerad specialistläkare;registered specialist;2021;>=65;9081;6709
034;laillistettu erikoislääkäri;legitimerad specialistläkare;registered specialist;2021;<65;16614;13956
035;laillistettu erikoishammaslääkäri;legitimerad specialisttandläkare;specialised dental practitioner;2021;>=65;524;512
035;laillistettu erikoishammaslääkäri;legitimerad specialisttandläkare;specialised dental practitioner;2021;<65;736;733
100;laillistettu sairaanhoitaja;legitimerad sjukskötare;registered nurse;2021;>=65;35854;35854
100;laillistettu sairaanhoitaja;legitimerad sjukskötare;registered nurse;2021;<65;114140;114140
201;nimikesuojattu apuvälineteknikko;hjälpmedelstekniker med skyddad yrkesbeteckning;orthopaedic technician with protected occupational title;2021;>=65;31;31
201;nimikesuojattu apuvälineteknikko;hjälpmedelstekniker med skyddad yrkesbeteckning;orthopaedic technician with protected occupational title;2021;<65;338;338
220;nimikesuojattu kiropraktikko;kiropraktor med skyddad yrkesbeteckning;chiropractor with protected occupational title;2021;>=65;12;12
220;nimikesuojattu kiropraktikko;kiropraktor med skyddad yrkesbeteckning;chiropractor with protected occupational title;2021;<65;114;114
230;nimikesuojattu naprapaatti;naprapat med skyddad yrkesbeteckning;naprapath with protected occupational title;2021;>=65;28;28
230;nimikesuojattu naprapaatti;naprapat med skyddad yrkesbeteckning;naprapath with protected occupational title;2021;<65;204;204
240;nimikesuojattu osteopaatti;osteopat med skyddad yrkesbeteckning;osteopath with protected occupational title;2021;>=65;49;49
240;nimikesuojattu osteopaatti;osteopat med skyddad yrkesbeteckning;osteopath with protected occupational title;2021;<65;575;575
250;laillistettu sosiaalityöntekijä;legitimerad socialarbetare;social worker;2021;>=65;712;712
250;laillistettu sosiaalityöntekijä;legitimerad socialarbetare;social worker;2021;<65;7527;7527
251;laillistettu sosionomi;legitimerad socionom;bachelor of social services;2021;>=65;402;402
251;laillistettu sosionomi;legitimerad socionom;bachelor of social services;2021;<65;35189;35189
252;laillistettu geronomi;legitimerad geronom;elderly care professional;2021;>=65;12;12
252;laillistettu geronomi;legitimerad geronom;elderly care professional;2021;<65;1247;1247
253;nimikesuojattu lähihoitaja (sosiaalihuolto);närvårdare (socialvård) med skyddad yrkesbeteckning;practical nurse (social welfare);2021;>=65;11592;11592
253;nimikesuojattu lähihoitaja (sosiaalihuolto);närvårdare (socialvård) med skyddad yrkesbeteckning;practical nurse (social welfare);2021;<65;178064;178064
254;nimikesuojattu kodinhoitaja;hemvårdare med skyddad yrkesbeteckning;nurse in a home environment;2021;>=65;199;199
254;nimikesuojattu kodinhoitaja;hemvårdare med skyddad yrkesbeteckning;nurse in a home environment;2021;<65;1236;1236
255;nimikesuojattu kehitysvammaistenhoitaja;vårdare av utvecklingshämmade med skyddad yrkesbeteckning;nurse caring for the intellectually or developmentally disabled;2021;>=65;45;45
255;nimikesuojattu kehitysvammaistenhoitaja;vårdare av utvecklingshämmade med skyddad yrkesbeteckning;nurse caring for the intellectually or developmentally disabled;2021;<65;608;608
266;laillistettu kuntoutuksen ohjaaja;legitimerad rehabiliteringsledare;rehabilitation councellor;2021;>=65;8;8
266;laillistettu kuntoutuksen ohjaaja;legitimerad rehabiliteringsledare;rehabilitation councellor;2021;<65;697;697
300;laillistettu kätilö;legitimerad barnmorska;registered midwife;2021;>=65;3141;3141
300;laillistettu kätilö;legitimerad barnmorska;registered midwife;2021;<65;6838;6838
400;laillistettu terveydenhoitaja;legitimerad hälsovårdare;registered public health nurse;2021;>=65;5235;5235
400;laillistettu terveydenhoitaja;legitimerad hälsovårdare;registered public health nurse;2021;<65;22979;22979
503;nimikesuojattu mielisairaanhoitaja;sinnessjukvårdare med skyddad yrkesbeteckning;practical psychiatric nurse with protected occupational title;2021;<65;2355;2355
503;nimikesuojattu mielisairaanhoitaja;sinnessjukvårdare med skyddad yrkesbeteckning;practical psychiatric nurse with protected occupational title;2021;>=65;4522;4522
506;nimikesuojattu koulutettu hieroja;utbildad massör med skyddad yrkesbeteckning;trained masseur with protected occupational title;2021;>=65;2635;2635
506;nimikesuojattu koulutettu hieroja;utbildad massör med skyddad yrkesbeteckning;trained masseur with protected occupational title;2021;<65;21564;21564
507;nimikesuojattu apuhoitaja;hjälpskötare med skyddad yrkesbeteckning;assistant nurse with protected occupational title;2021;<65;12205;12205
507;nimikesuojattu apuhoitaja;hjälpskötare med skyddad yrkesbeteckning;assistant nurse with protected occupational title;2021;>=65;19922;19922
508;laillistettu laboratoriohoitaja;legitimerad laboratorieskötare;registered medical laboratory technologist;2021;>=65;3674;3674
508;laillistettu laboratoriohoitaja;legitimerad laboratorieskötare;registered medical laboratory technologist;2021;<65;7034;7034
509;laillistettu röntgenhoitaja;legitimerad röntgenskötare;registered radiographer;2021;>=65;1876;1876
509;laillistettu röntgenhoitaja;legitimerad röntgenskötare;registered radiographer;2021;<65;4519;4519
600;laillistettu fysioterapeutti;legitimerad fysioterapeut;registered physiotherapist;2021;>=65;3266;3266
600;laillistettu fysioterapeutti;legitimerad fysioterapeut;registered physiotherapist;2021;<65;17599;17599
602;nimikesuojattu kuntohoitaja;konditionsskötare med skyddad yrkesbeteckning;physiotherapy assistant with protected occupational title;2021;>=65;1522;1522
602;nimikesuojattu kuntohoitaja;konditionsskötare med skyddad yrkesbeteckning;physiotherapy assistant with protected occupational title;2021;<65;3960;3960
603;nimikesuojattu mielenterveyshoitaja;mentalvårdare med skyddad yrkesbeteckning;practical mental nurse with protected occupational title;2021;>=65;475;475
603;nimikesuojattu mielenterveyshoitaja;mentalvårdare med skyddad yrkesbeteckning;practical mental nurse with protected occupational title;2021;<65;2242;2242
604;nimikesuojattu lastenhoitaja;barnskötare med skyddad yrkesbeteckning;children's nurse with protected occupational title;2021;<65;8046;8046
604;nimikesuojattu lastenhoitaja;barnskötare med skyddad yrkesbeteckning;children's nurse with protected occupational title;2021;>=65;8496;8496
605;nimikesuojattu lähihoitaja (terveydenhuolto);närvårdare (hälsovård) med skyddad yrkesbeteckning;practical nurse (health care);2021;>=65;11604;11604
605;nimikesuojattu lähihoitaja (terveydenhuolto);närvårdare (hälsovård) med skyddad yrkesbeteckning;practical nurse (health care);2021;<65;185466;185466
607;nimikesuojattu perushoitaja;primärskötare med skyddad yrkesbeteckning;practical nurse with protected occupational title;2021;>=65;3271;3271
607;nimikesuojattu perushoitaja;primärskötare med skyddad yrkesbeteckning;practical nurse with protected occupational title;2021;<65;8217;8217
610;nimikesuojattu hammashoitaja;tandskötare med skyddad yrkesbeteckning;dental assistant with protected occupational title;2021;>=65;3204;3204
610;nimikesuojattu hammashoitaja;tandskötare med skyddad yrkesbeteckning;dental assistant with protected occupational title;2021;<65;4649;4649
611;laillistettu suuhygienisti;legitimerad munhygienist;registered dental hygienist;2021;>=65;372;372
611;laillistettu suuhygienisti;legitimerad munhygienist;registered dental hygienist;2021;<65;3207;3207
612;nimikesuojattu jalkaterapeutti;fotterapeut med skyddad yrkesbeteckning;podiatrist with protected occupational title;2021;>=65;7;7
612;nimikesuojattu jalkaterapeutti;fotterapeut med skyddad yrkesbeteckning;podiatrist with protected occupational title;2021;<65;565;565
613;nimikesuojattu jalkojenhoitaja;fotvårdare med skyddad yrkesbeteckning;chiropodist with protected occupational title;2021;>=65;391;391
613;nimikesuojattu jalkojenhoitaja;fotvårdare med skyddad yrkesbeteckning;chiropodist with protected occupational title;2021;<65;482;482
614;nimikesuojattu lääkintävahtimestari-sairaankuljettaja;medikalvaktmästare-ambulansförare med skyddad yrkesbeteckning;hospital and ambulance attendant with protected occupational title;2021;>=65;711;711
614;nimikesuojattu lääkintävahtimestari-sairaankuljettaja;medikalvaktmästare-ambulansförare med skyddad yrkesbeteckning;hospital and ambulance attendant with protected occupational title;2021;<65;2039;2039
